Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Low income,39.0634820749,39.4731907018,39.8793281602,40.2901028928,40.7121880795,41.1489484133,41.5993220096,42.0568879684,42.5152874815,42.9707696777,43.4209342955,43.8657407601,44.3051113587,44.7369076281,45.1575517939,45.5628671565,45.9483034549,46.3135588444,46.6617008138,46.9969707257,47.3256888028,47.654308408,47.9846625079,48.3146226169,48.6390792474,48.9442856423,49.2132986042,49.4336684798,49.6016115408,49.7262953264,49.8275766415,49.9299664721,50.0543639338,50.2069180318,50.3814687959,50.5796627049,50.8135805705,51.0960528677,51.4368650018,51.8420628853,52.3163584585,52.8619962427,53.4725938573,54.1379040826,54.8460202555,55.5846523904,56.3419311723,57.1039163554,57.8556900283,58.5831876783,59.2736838777,59.9183902828,60.5187025215,61.0764922486,61.5902637927,62.0604743841
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4219512195,77.3902439024,76.8365853659,76.0463414634,77.7463414634,79.1097560976,76.8268292683,79.2756097561,79.6365853659,79.9609756098,81.7707317073,80.6682926829,80.9487804878,81.2951219512,82.6829268293,81.5,81.8414634146,81.7926829268,82.3829268293,82.2609756098,82.0731707317,82.0731707317
Sri Lanka,59.7322682927,60.1119268293,60.4967073171,60.9056341463,61.3486341463,61.8260243902,62.3301219512,62.8396829268,63.3365365854,63.815097561,64.2673170732,64.6903170732,65.0872195122,65.4645609756,65.8277804878,66.1912195122,66.5742195122,66.9826341463,67.4143414634,67.857804878,68.2814146341,68.6475609756,68.9294146341,69.1147317073,69.209804878,69.2416341463,69.2547560976,69.2904634146,69.3744146341,69.508097561,69.6552439024,69.7579512195,69.7751463415,69.6959268293,69.5456585366,69.3972682927,69.3508780488,69.4813170732,69.8258536585,70.376097561,71.0796829268,71.849195122,72.5795853659,73.1893170732,73.6448292683,73.9356097561,74.0850731707,74.1551219512,74.2011707317,74.2476585366,74.3130243902,74.4072439024,74.5243170732,74.6592926829,74.8146585366,74.9889512195
Lower middle income,45.5540110458,46.148024409,46.7381332238,47.3224567756,47.9034110506,48.4700071693,49.0126254619,49.5247425538,50.0055956648,50.4596130249,50.8992365889,51.3407118204,51.7994308382,52.2842207647,52.7954263524,53.3289077062,53.8766653047,54.4214192325,54.9482946361,55.4465328365,55.908959747,56.3412318064,56.7345712347,57.1063315905,57.4618864153,57.8054983857,58.1428349549,58.4936125469,58.8274286813,59.1717235278,59.5132750328,59.8294423214,60.1839018738,60.514125282,60.8383660703,61.1576316283,61.4836254741,61.8174862274,62.1502706152,62.4691014143,62.7738684763,63.0983875566,63.4193220668,63.7503763622,64.091213853,64.4379556179,64.7990753391,65.1658190466,65.5290300056,65.9015169301,66.2624749585,66.5966125858,66.9047893051,67.1933204188,67.4587661385,67.7051777013
Low & middle income,47.318994526,47.8363289497,48.4331097872,49.1354715097,49.9516577094,50.8489286543,51.7813292241,52.7009776395,53.5694674355,54.3572860326,55.0808168764,55.7280134647,56.3125361742,56.8825488854,57.4343072402,57.9383053894,58.4374192485,58.9084648886,59.3520770516,59.7495517803,60.1304588927,60.4926561924,60.8434439527,61.1546647786,61.4401793985,61.7563420511,62.0972599025,62.3755705366,62.6351206457,62.8763689798,63.1060521791,63.3266731913,63.4935577099,63.6530890342,63.8681618353,64.1140595557,64.4047732523,64.7188915427,65.0115868706,65.2815243664,65.5797754602,65.893442331,66.2010012959,66.5204032037,66.8571637684,67.1800051975,67.538033767,67.8850396747,68.2128941539,68.5552133414,68.865133621,69.1786241647,69.459853934,69.7296613296,69.9703557947,70.1932610337
Lesotho,46.5009512195,46.9849756098,47.3924878049,47.7164878049,47.9614878049,48.1404878049,48.273,48.3900731707,48.5211707317,48.684804878,48.8984634146,49.1701219512,49.4942682927,49.8653902439,50.2839512195,50.7529756098,51.2734146341,51.8383170732,52.4336585366,53.0474634146,53.6597317073,54.2495121951,54.8062926829,55.3225609756,55.7968536585,56.2655609756,56.7796341463,57.3560487805,57.9738292683,58.5820487805,59.0763414634,59.3308292683,59.2561707317,58.8029512195,57.9692439024,56.7596829268,55.2098780488,53.4467560976,51.6155853659,49.8411219512,48.2785121951,47.0704146341,46.2695121951,45.8955853659,45.9484634146,46.3870243902,47.1246829268,48.023195122,48.9574390244,49.853804878,50.6612195122,51.361195122,51.9865609756,52.5650243902,53.0932195122,53.570097561
Late-demographic dividend,50.2918449766,50.7878331305,51.4222234214,52.2859861591,53.3843128358,54.6796790868,56.0484529994,57.3988922037,58.6799067258,59.7805484709,60.7604682367,61.5803757228,62.3030122625,62.9679774749,63.6120276442,64.1397777558,64.6856614621,65.19157035,65.6622565688,66.0715903188,66.4548525153,66.848432504,67.2143454385,67.4936430592,67.7204336636,68.0116638003,68.3709388526,68.5764525675,68.7683235671,68.9088245365,69.0472843722,69.1732457948,69.1998440881,69.2096985005,69.3400520116,69.5617447026,69.8924393841,70.2484185525,70.5914259132,70.8760216198,71.2272601153,71.6062564482,71.962391869,72.3141204928,72.6817801133,72.9909275184,73.3516522143,73.6659887018,73.9337022267,74.2200726294,74.4444519636,74.7136723233,74.9243995812,75.1454613452,75.3391493196,75.522882349
Lithuania,69.8473170732,70.1026829268,69.0953658537,70.2043902439,71.5090243902,71.3251219512,71.5202439024,71.603902439,71.3136585366,70.9285365854,70.8043902439,71.7353658537,71.0246341463,71.332195122,71.2441463415,70.8673170732,70.9580487805,70.8095121951,70.6046341463,70.482195122,70.482195122,70.4607317073,70.8368292683,70.777804878,70.32,70.5012195122,72.0807317073,71.9346341463,71.762195122,71.4253658537,71.1607317073,70.3641463415,70.2343902439,68.9104878049,68.5302439024,69.0063414634,70.1080487805,70.9090243902,71.2195121951,71.5707317073,72.0195121951,71.6585365854,71.7609756098,72.0609756098,71.9609756098,71.2536585366,71.056097561,70.9,71.812195122,72.9146341463,73.2682926829,73.5634146341,73.8634146341,73.9146341463,74.5170731707,75.1195121951
Luxembourg,68.4463902439,68.7377317073,68.9981219512,69.2230731707,69.4110487805,69.5610243902,69.6744634146,69.7613414634,69.8351463415,69.9048536585,69.9834634146,70.0814390244,70.2053170732,70.3581707317,70.5425609756,70.7576097561,70.9985121951,71.2562926829,71.5224634146,71.7944634146,72.0726097561,72.3576829268,72.6534634146,72.9588780488,73.2719268293,73.5857560976,73.8946097561,74.1937560976,74.4803414634,74.7524146341,75.0104146341,75.4634146341,75.7707317073,75.712195122,76.3707317073,76.512195122,76.5195121951,76.8804878049,77.0170731707,77.7707317073,77.8731707317,77.8243902439,77.9658536585,77.7268292683,79.1219512195,79.4317073171,79.287804878,79.3829268293,80.5390243902,80.6365853659,80.6317073171,80.987804878,81.3926829268,81.8,82.2292682927,82.2292682927
Latvia,69.7868292683,70.0324390244,69.4304878049,69.8290243902,71.0280487805,70.7265853659,70.7073170732,70.393902439,70.0429268293,69.7968292683,69.8353658537,70.1646341463,69.8787804878,69.8134146341,69.7409756098,68.9253658537,69.047804878,69.1046341463,68.987804878,68.4956097561,68.8085365854,68.7863414634,69.3282926829,69.1190243902,69.1629268293,69.2914634146,70.6224390244,70.6929268293,70.6153658537,70.1553658537,69.2731707317,69.0324390244,68.396097561,66.7226829268,65.6643902439,66.3912195122,68.7765853659,69.3492682927,69.012195122,69.7429268293,70.3146341463,70.7609756098,70.9609756098,71.2658536585,72.0268292683,71.356097561,70.8658536585,71.0195121951,72.4195121951,73.0804878049,73.4829268293,73.5756097561,73.7780487805,73.9829268293,74.1243902439,74.1243902439
"Macao SAR, China",64.6589268293,65.1335853659,65.5942439024,66.0414146341,66.4796341463,66.9153902439,67.3592195122,67.8171219512,68.2925853659,68.7871219512,69.2972195122,69.8198780488,70.3455609756,70.8637804878,71.3685121951,71.8527560976,72.3099756098,72.7402195122,73.1444634146,73.5247073171,73.8844878049,74.2303414634,74.5697804878,74.9067560976,75.2442439024,75.5811219512,75.9142439024,76.2390243902,76.5539756098,76.8596341463,77.1621707317,77.4697560976,77.7855853659,78.1122682927,78.4482926829,78.787097561,79.121,79.4408292683,79.7419268293,80.0202682927,80.2763414634,80.5126829268,80.7354634146,80.9517560976,81.1661463415,81.3826585366,81.607804878,81.8415853659,82.0824634146,82.3284634146,82.5735609756,82.8112682927,83.0345853659,83.2404634146,83.4269268293,83.594902439
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,73.2195121951,72.7682926829,72.9195121951,72.6682926829,73.5195121951,73.6707317073,74.2707317073,74.3219512195,74.5219512195,75.9243902439,75.4243902439,75.5731707317,75.8219512195,75.9707317073,76.1707317073,76.3707317073,76.5707317073,76.7707317073,76.9707317073,77.1707317073,77.3707317073,77.5707317073,77.7219512195,77.8707317073,78.0707317073,78.2219512195,78.3707317073,78.5707317073,78.7219512195,78.8707317073,79.0219512195,79.1707317073,79.3219512195,79.4707317073
Morocco,48.4466341463,48.8641219512,49.2875853659,49.7147560976,50.142,50.5648780488,50.9780487805,51.3813902439,51.7752195122,52.1601463415,52.5372926829,52.9036829268,53.2667317073,53.6363170732,54.0243658537,54.4487073171,54.9306829268,55.4781707317,56.094195122,56.7753414634,57.512804878,58.2918536585,59.0917317073,59.8896097561,60.6694878049,61.4207804878,62.1387560976,62.8266829268,63.4833658537,64.1047804878,64.6789756098,65.1966097561,65.6583170732,66.0692926829,66.4405609756,66.7847073171,67.1181707317,67.4579268293,67.819804878,68.2142682927,68.6521463415,69.1402926829,69.6701463415,70.2297317073,70.8085609756,71.3928536585,71.9678536585,72.5202439024,73.0381219512,73.5134634146,73.9410731707,74.3202439024,74.6606585366,74.9701463415,75.2551463415,75.5201463415
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,61.8127804878,62.1766829268,62.544195122,62.9142439024,63.2812682927,63.6341707317,63.9584146341,64.2439756098,64.4823170732,64.6704634146,64.8073902439,64.8971219512,64.9507073171,64.979195122,64.9891463415,64.9811219512,64.9477073171,64.8923902439,64.8262195122,64.7676341463,64.7556585366,64.8332439024,65.0208292683,65.3173170732,65.7061463415,66.1477073171,66.587902439,66.9712195122,67.2556829268,67.4232926829,67.4656585366,67.3923170732,67.2454146341,67.0670487805,66.8833414634,66.7278292683,66.629097561,66.595097561,66.6303170732,66.7347804878,66.8910243902,67.0706097561,67.2474878049,67.4065609756,67.5497317073,67.703804878,67.9060243902,68.1872682927,68.5585121951,69.0102439024,69.5106585366,70.0159268293,70.4783170732,70.8645609756,71.1616829268,71.3712195122
Madagascar,39.9746829268,40.4572439024,40.937804878,41.414902439,41.8905365854,42.3656829268,42.8428292683,43.3239268293,43.8089756098,44.2954878049,44.7824146341,45.2673414634,45.7467317073,46.2161463415,46.6715365854,47.1114390244,47.537804878,47.9496097561,48.3413658537,48.7090731707,49.0307560976,49.2849268293,49.4656341463,49.5813658537,49.6521219512,49.7103170732,49.7948780488,49.9432682927,50.1849756098,50.5360487805,51.008097561,51.5982439024,52.2801219512,53.022804878,53.8072926829,54.6140487805,55.427,56.2335121951,57.0204390244,57.7717317073,58.472804878,59.1136097561,59.6991707317,60.2355121951,60.7287073171,61.1872926829,61.6238780488,62.0515365854,62.4803170732,62.9152439024,63.357804878,63.8054634146,64.2491219512,64.6817560976,65.1013170732,65.5078292683
Maldives,37.3137560976,37.911,38.5397317073,39.195902439,39.8720243902,40.5650731707,41.2700731707,41.9900731707,42.725097561,43.4747073171,44.2409756098,45.0254390244,45.8311219512,46.6595121951,47.51,48.3870243902,49.2944878049,50.2297317073,51.1851707317,52.1522682927,53.1130243902,54.0485121951,54.9483170732,55.8059512195,56.6228292683,57.4082195122,58.1768780488,58.9491463415,59.7375365854,60.548195122,61.3784390244,62.2182195122,63.0554146341,63.8837073171,64.7046585366,65.5324634146,66.3856341463,67.2742682927,68.1996585366,69.1529268293,70.1194634146,71.0818536585,72.0136585366,72.8882195122,73.6856341463,74.3787560976,74.9467317073,75.3930243902,75.7307073171,75.9765365854,76.156902439,76.3063170732,76.4574390244,76.6359512195,76.8558780488,77.1202682927
Middle East & North Africa,46.6876555386,47.7760229923,48.3643018352,48.4549216238,49.0484048819,49.6425471594,50.6966692462,51.2523717841,51.7959619078,52.3459058757,52.9175651249,53.5257718217,54.1471778688,54.839287887,55.5400748543,56.2437829292,56.9147203091,57.4969844712,58.0071331191,58.4528884938,58.8679673205,59.3012415649,59.7890223647,60.3817082592,61.0722668886,61.8519477935,62.674299068,63.5144265381,64.2982190166,65.073282254,65.764902969,66.3596010705,66.8356106907,67.3254411905,67.7633605666,68.1865272358,68.559852458,68.8921917765,69.2065635388,69.5120571301,69.8025306071,70.0863822402,70.3518483213,70.6131200647,70.8779053693,71.1291939804,71.3849683999,71.6251856907,71.8637271616,72.0928654614,72.3062280017,72.5092343493,72.711079387,72.9204739457,73.1238805469,73.3224154582
Mexico,57.0656341463,57.6561463415,58.1802439024,58.642902439,59.0555853659,59.4337073171,59.7932195122,60.1515365854,60.523097561,60.9193658537,61.3502439024,61.8191707317,62.3176585366,62.8378292683,63.3742682927,63.9201463415,64.4686097561,65.0128292683,65.5459268293,66.0630243902,66.5602195122,67.0370487805,67.4959268293,67.9407804878,68.3720243902,68.7926097561,69.2034390244,69.6074146341,70.0064878049,70.4015853659,70.7957317073,71.1909756098,71.5858292683,71.9778292683,72.3638536585,72.7397804878,73.098902439,73.4371463415,73.7514146341,74.0392439024,74.2997317073,74.5334878049,74.7447073171,74.9375121951,75.1154878049,75.282097561,75.4397804878,75.5904390244,75.7375121951,75.8834634146,76.0338536585,76.190195122,76.3535853659,76.5230731707,76.6991707317,76.8813658537
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1414634146,,,,,,,,,,,,67.5048780488,65.2390243902,,,,,,,,,,,,,,,
Middle income,47.9220784109,48.4530958127,49.0662183583,49.7894020499,50.6345359028,51.5660935103,52.5342497558,53.4891599004,54.3894020483,55.203126556,55.9481667897,56.6116590849,57.2090198291,57.7918017403,58.3563763392,58.8715408203,59.3835301489,59.8674202344,60.3230759036,60.7298445118,61.1192199613,61.4876895889,61.8434796853,62.1569379709,62.4439008032,62.7660173909,63.1181383735,63.4069832154,63.6807671484,63.9395647472,64.1888669494,64.4285228425,64.6139317602,64.7879319228,65.0207522377,65.2851066487,65.5951291591,65.9242493519,66.2295172667,66.502863243,66.7996589081,67.1095200402,67.4068904299,67.7118041477,68.0309598472,68.3308863494,68.6666255937,68.9887853038,69.2897824848,69.6082412591,69.8939303173,70.1876858059,70.4496828615,70.7028736596,70.9278342269,71.137182376
"Macedonia, FYR",60.622804878,61.2493902439,61.8604634146,62.4595121951,63.0494634146,63.6317317073,64.2047317073,64.7639756098,65.3024634146,65.8147073171,66.2927804878,66.7312439024,67.1256829268,67.4737073171,67.7754146341,68.0248536585,68.219097561,68.3636341463,68.4714634146,68.5585609756,68.6504390244,68.7736097561,68.944,69.1690487805,69.4466341463,69.7636585366,70.0949512195,70.4129512195,70.6976341463,70.942,71.1476341463,71.3256585366,71.4947317073,71.6709268293,71.8603170732,72.0672926829,72.2952195122,72.5354878049,72.7815853659,73.0256097561,73.2563170732,73.4605365854,73.6329512195,73.7716829268,73.8811463415,73.9711707317,74.0584634146,74.1581707317,74.281,74.4298292683,74.604097561,74.7958780488,74.9908536585,75.1797073171,75.358,75.5243170732
Mali,28.2116097561,28.3587317073,28.5484634146,28.7963902439,29.1110487805,29.5019268293,29.9709756098,30.5056341463,31.0937804878,31.7264146341,32.393,33.0815121951,33.785,34.4944634146,35.2054146341,35.9198536585,36.6422926829,37.3807317073,38.134195122,38.8982195122,39.6633414634,40.4191463415,41.1546097561,41.8587560976,42.5250243902,43.1512926829,43.7404634146,44.2984390244,44.8231463415,45.3086097561,45.7318536585,46.0614878049,46.2901219512,46.4293658537,46.5037560976,46.5563414634,46.6406097561,46.8049756098,47.0849268293,47.4973902439,48.0523414634,48.7417560976,49.5246097561,50.356902439,51.208097561,52.0407073171,52.8212682927,53.5342926829,54.1743170732,54.7362926829,55.2297560976,55.6746341463,56.1024390244,56.5361219512,56.9867073171,57.4577073171
Malta,68.5952926829,68.8872439024,69.1737560976,69.4552682927,69.733195122,70.0075365854,70.2792926829,70.547,70.8116829268,71.0728536585,71.33,71.5846341463,71.8362682927,72.0848780488,72.3304878049,72.5735853659,72.8146829268,73.0527560976,73.2888292683,73.5223902439,73.7534390244,73.9814878049,74.2075365854,74.4305609756,74.651097561,74.8691219512,75.0856341463,75.3001463415,75.5131707317,75.7251707317,75.9356829268,76.1446829268,76.3516585366,76.5561463415,76.7581219512,77.1414634146,77.1414634146,77.5902439024,77.387804878,77.3,78.2,78.843902439,78.7390243902,78.5463414634,79.2536585366,79.3,79.4390243902,79.7926829268,79.6365853659,80.2414634146,81.3975609756,80.7463414634,80.7463414634,81.7463414634,81.9463414634,81.9463414634
Myanmar,42.7363902439,43.4025365854,44.1513658537,45.003902439,45.955097561,46.9663902439,47.9766829268,48.9163658537,49.7358536585,50.4186341463,50.9676829268,51.4095609756,51.7938536585,52.1626341463,52.5354146341,52.9242195122,53.3290731707,53.7384390244,54.1432926829,54.5446585366,54.9415121951,55.3343902439,55.7232682927,56.1071463415,56.4875365854,56.8639268293,57.236804878,57.6061707317,57.9730243902,58.3358536585,58.6941707317,59.0484878049,59.3963170732,59.7391707317,60.0770487805,60.4114390244,60.745902439,61.079902439,61.4144390244,61.7489756098,62.0770243902,62.3940243902,62.696,62.9828780488,63.2576341463,63.529195122,63.8109756098,64.1104878049,64.4302439024,64.7647804878,65.1041707317,65.4305121951,65.7289512195,65.9884878049,66.2072195122,66.3856341463
Middle East & North Africa (excluding high income),46.6204357483,47.2091948899,47.7946350576,48.3809935088,48.9698133287,49.5575516175,50.136177889,50.7008407757,51.2520226499,51.7951230595,52.3465795021,52.9279618725,53.5497956937,54.2111345825,54.9006223061,55.5859969205,56.2241859987,56.787660229,57.2678203689,57.6763673568,58.052731958,58.4534110574,58.9298870555,59.5153355327,60.2156294141,61.0169751309,61.8851653419,62.7661253058,63.6119875939,64.3971731963,65.1281517964,65.7447908117,66.2915515525,66.784926274,67.2309520371,67.6364903138,68.007322184,68.3489488295,68.667248279,68.9683506723,69.2575734189,69.5392942962,69.8139452835,70.0826579602,70.3478707702,70.6090936949,70.8645390671,71.1101567619,71.3421094911,71.5611842017,71.7696831062,71.97338721,72.1769142067,72.3827519222,72.5893214356,72.7953708045
Montenegro,63.7056097561,64.3917804878,65.061902439,65.702902439,66.3082682927,66.8843902439,67.4471707317,68.012195122,68.588097561,69.1695853659,69.7398292683,70.2760243902,70.7584146341,71.1752682927,71.5238536585,71.8110731707,72.0502682927,72.2639756098,72.4680487805,72.6697560976,72.872195122,73.0703414634,73.2557073171,73.4218536585,73.571097561,73.7113414634,73.8551463415,74.0068780488,74.163902439,74.3179756098,74.4433658537,74.5104146341,74.5006585366,74.4086097561,74.2422195122,74.0222195122,73.7787804878,73.5490487805,73.3638536585,73.2386341463,73.1810731707,73.183,73.2277317073,73.3019512195,73.4071707317,73.556195122,73.7662195122,74.043902439,74.3865365854,74.7815609756,75.2035365854,75.6231219512,76.0140731707,76.3551219512,76.6388536585,76.8643170732
Mongolia,48.368804878,49.2789756098,50.1600487805,50.9872926829,51.746097561,52.4373902439,53.0752926829,53.6805121951,54.2657317073,54.8270243902,55.3464390244,55.8014634146,56.175097561,56.4602682927,56.6595121951,56.7807804878,56.834097561,56.8464146341,56.8477560976,56.8636097561,56.9255121951,57.0645365854,57.2856829268,57.5859268293,57.9577073171,58.3813658537,58.826195122,59.2575853659,59.6490487805,59.9881707317,60.2677560976,60.4882439024,60.6723658537,60.843195122,61.0155853659,61.2105853659,61.4480487805,61.7364634146,62.0795365854,62.4757560976,62.9153658537,63.381804878,63.8546829268,64.3180487805,64.7651463415,65.1991219512,65.6309512195,66.0728780488,66.5276829268,66.9902682927,67.4455609756,67.8755365854,68.2631463415,68.5998536585,68.8826097561,69.1158780488
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,35.0037073171,35.4667560976,35.9122682927,36.3387804878,36.7487560976,37.1492195122,37.5486829268,37.9546585366,38.3711707317,38.7997073171,39.2432926829,39.7069512195,40.1811707317,40.6494634146,41.0943170732,41.4812682927,41.7728292683,41.952,42.0192439024,41.9860487805,41.8813658537,41.7466341463,41.627804878,41.5648536585,41.5772682927,41.6705609756,41.8332195122,42.040804878,42.2763658537,42.5393902439,42.845902439,43.2153414634,43.6607073171,44.1820243902,44.7703414634,45.3992682927,46.034902439,46.6493170732,47.2260243902,47.7609756098,48.2700731707,48.7821463415,49.3285853659,49.9287317073,50.5830487805,51.279,51.9921219512,52.6955121951,53.3667804878,54.0005121951,54.6017560976,55.1875853659,55.7765365854,56.3796097561,56.9943414634,57.6092682927
Mauritania,43.483097561,44.1639268293,44.8252195122,45.4600243902,46.0623414634,46.6307317073,47.1646829268,47.6731707317,48.1627073171,48.6393170732,49.1069512195,49.5675853659,50.0237073171,50.4813658537,50.9460731707,51.4279268293,51.9395365854,52.4819268293,53.0521463415,53.6426585366,54.2424390244,54.8359512195,55.4075365854,55.9416341463,56.4306585366,56.8660487805,57.2457804878,57.5778536585,57.870804878,58.1306097561,58.3642439024,58.580195122,58.7845121951,58.9817317073,59.1738780488,59.3574878049,59.524097561,59.6682682927,59.7900243902,59.891902439,59.9849268293,60.0801463415,60.1895365854,60.3210731707,60.4812682927,60.6735853659,60.8975365854,61.1466097561,61.4102195122,61.6818292683,61.9513658537,62.2097560976,62.4509512195,62.6719512195,62.8702439024,63.0463658537
Mauritius,58.7452195122,59.7483658537,60.626902439,61.3576585366,61.9349512195,62.3582926829,62.6387073171,62.8153170732,62.9316829268,63.020195122,63.1180487805,63.2533414634,63.4399512195,63.6855365854,63.9999756098,64.3905365854,64.8556341463,65.3724390244,65.9133170732,66.4557804878,66.9653902439,67.4073902439,67.7653658537,68.0376097561,68.2303658537,68.3706829268,68.4993658537,68.6555121951,68.8630243902,69.1240243902,69.4048780488,69.956097561,70.0585365854,70.1073170732,70.1585365854,70.3258536585,70.3229268293,70.4048780488,70.6073170732,70.9609756098,71.6634146341,71.7658536585,71.9658536585,72.121300813,72.2767479675,72.432195122,72.432195122,72.5707317073,72.5707317073,72.8824390244,72.9673170732,73.2668292683,73.8634146341,74.0170731707,74.1943902439,74.3531707317
Malawi,37.7736341463,37.9981463415,38.2141707317,38.4217073171,38.6257804878,38.8413902439,39.0860487805,39.3717317073,39.7054390244,40.0866341463,40.5088292683,40.9595365854,41.421195122,41.8773414634,42.319902439,42.7453902439,43.1577804878,43.5615609756,43.9592195122,44.3457073171,44.7104878049,45.045,45.3412439024,45.5947317073,45.8059756098,45.9784878049,46.1182682927,46.2363658537,46.3404146341,46.4335609756,46.5129512195,46.5717560976,46.6050731707,46.614,46.6055609756,46.5748536585,46.512902439,46.4355853659,46.3687073171,46.3505365854,46.4363414634,46.6843414634,47.1303414634,47.791195122,48.6712926829,49.7715609756,51.08,52.5392682927,54.0801219512,55.6427073171,57.1562439024,58.5573658537,59.8147317073,60.9064390244,61.8166097561,62.5433658537
Malaysia,59.4753414634,60.0543902439,60.6166829268,61.160195122,61.6849512195,62.1904878049,62.6763658537,63.1446585366,63.5984634146,64.037804878,64.4632195122,64.8757073171,65.2757317073,65.6627560976,66.0383170732,66.4018780488,66.7544634146,67.0960731707,67.427195122,67.7478292683,68.059,68.3611707317,68.6548536585,68.9410487805,69.2192682927,69.4905121951,69.7542682927,70.0115609756,70.2613902439,70.5047317073,70.7421219512,70.973,71.1984146341,71.4183170732,71.6322195122,71.8431463415,72.051097561,72.2560731707,72.4575853659,72.6541219512,72.8396341463,73.009097561,73.1594634146,73.2922439024,73.4099756098,73.5226829268,73.6404878049,73.7724390244,73.9245609756,74.0978780488,74.2868536585,74.4864390244,74.6855609756,74.8756585366,75.0537073171,75.220195122
North America,69.8936037571,70.3680173824,70.232706802,70.0503873907,70.3132050502,70.3667219118,70.3780704719,70.7143822609,70.1762415741,70.6947644224,70.985479605,71.2887408708,71.3247139166,71.5285942306,72.079431015,72.6938424796,72.9534592166,73.3496601737,73.4704838322,73.9082307966,73.752837802,74.1535356677,74.490437455,74.6178629823,74.7358062773,74.7344828279,74.7942257421,74.9607682139,74.968354954,75.221622012,75.4312646802,75.5847222166,75.7875360755,75.6457449563,75.8428975697,75.8558452796,76.2454658154,76.632511341,76.7862188124,76.8095480779,76.8924319641,77.0974743488,77.1976618026,77.3126549124,77.7493524163,77.7644442579,77.9443480453,78.2395409066,78.3009712548,78.6429078764,78.8046115962,78.920519707,79.0251478194,79.0449719906,79.0641539261,79.0822255168
Namibia,46.8814146341,47.5043658537,48.1129756098,48.7062195122,49.2835121951,49.8411707317,50.3724390244,50.8786829268,51.3638292683,51.8344146341,52.3065853659,52.802097561,53.329195122,53.8915853659,54.4813414634,55.0804390244,55.6592682927,56.1961463415,56.6749268293,57.0966097561,57.4752195122,57.8388780488,58.2136829268,58.6161707317,59.0453170732,59.501,59.9765609756,60.4433658537,60.8678780488,61.2186829268,61.4538536585,61.5330731707,61.4405853659,61.1735609756,60.7346341463,60.1219268293,59.3380487805,58.4264146341,57.4498780488,56.466804878,55.542097561,54.7321707317,54.0798292683,53.6257804878,53.4107560976,53.488804878,53.9024634146,54.6246341463,55.6013414634,56.7777317073,58.0746097561,59.4039268293,60.6847073171,61.8454390244,62.8389268293,63.6364390244
New Caledonia,58.6390243902,59.0390243902,59.4390243902,59.887804878,60.3365853659,60.7853658537,61.2341463415,61.6829268293,62.1317073171,62.5804878049,63.0292682927,63.4780487805,63.9268292683,64.3756097561,64.8243902439,65.2731707317,65.7219512195,66.1707317073,66.3036585366,66.4365853659,66.5695121951,66.7024390244,66.9195121951,68.587804878,68.0634146341,68.7658536585,69.0634146341,69.4268292683,69.4536585366,69.0853658537,70.4853658537,70.3585365854,71.6146341463,71.656097561,70.6731707317,72.0097560976,71.9975609756,71.7390243902,74.3756097561,73.8756097561,75.1634146341,74.8317073171,75.1024390244,75.2707317073,75.5146341463,75.1682926829,76.4609756098,75.9463414634,76.456097561,76.9658536585,77.4731707317,76.7268292683,77.1219512195,77.3219512195,77.5731707317,77.7731707317
Niger,34.9977317073,35.0851463415,35.167097561,35.2445853659,35.3176097561,35.3876341463,35.4576341463,35.5325609756,35.6193902439,35.7221463415,35.845804878,35.991902439,36.163,36.362097561,36.5927317073,36.8649268293,37.1876829268,37.5634878049,37.9858536585,38.4487560976,38.9346585366,39.4255853659,39.9049756098,40.3638536585,40.801195122,41.2194878049,41.6312439024,42.0544634146,42.5041707317,42.9868780488,43.5091463415,44.0754878049,44.6784634146,45.3100243902,45.9642195122,46.6295121951,47.2953902439,47.9532926829,48.5996829268,49.2325365854,49.855804878,50.4779756098,51.1095365854,51.7589756098,52.4277804878,53.1224146341,53.8468292683,54.5945609756,55.3531219512,56.1100487805,56.8454146341,57.5362926829,58.1702439024,58.738804878,59.2405121951,59.6818780488
